mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,kernel,param_gamma,param_degree
34.5672709941864,0.5897033501330806,4.67710280418396,0.07947898608142076,1,rbf,"{'C': 1, 'gamma': 10, 'kernel': 'rbf'}",-0.16461285186174093,-0.16463971992070933,-0.16634139287937974,-0.16363941683859062,-0.16287361918062584,-0.1644214001362093,0.0011642863212768366,8,rbf_sigmoid,10,
18.859328746795654,1.4793251655256396,3.5055636405944823,0.2682256312603304,1,sigmoid,"{'C': 1, 'gamma': 10, 'kernel': 'sigmoid'}",-719.647763993529,-694.9053114681559,-699.6260278423848,-710.1104688721097,-702.0891970415956,-705.275753843555,8.712620367721449,20,rbf_sigmoid,10,
32.200870752334595,2.176592968224316,4.721443033218383,0.24126325617041777,1,rbf,"{'C': 1, 'gamma': 100, 'kernel': 'rbf'}",-0.16271770424043785,-0.16145860011374863,-0.1644820991985709,-0.16102825096314083,-0.16083096172649672,-0.16210352324847896,0.0013584101741223702,6,rbf_sigmoid,100,
12.670200967788697,0.7289666017921258,2.114659643173218,0.08473130100136216,1,sigmoid,"{'C': 1, 'gamma': 100, 'kernel': 'sigmoid'}",-711.4278645579786,-696.6017547118208,-698.2337008879158,-712.2456090653358,-703.706814565804,-704.443148757771,6.484620777429711,19,rbf_sigmoid,100,
145.22429575920106,2.243597180056034,4.084305620193481,0.0864309205999792,100,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",-0.16903513567193745,-0.16914214802017963,-0.1710593852657546,-0.1667507753179701,-0.1676853558445124,-0.16873456002407083,0.001462704158030212,10,rbf_sigmoid,0.1,
17.669587087631225,2.0467557965455705,2.4939253330230713,0.04285015219978238,100,sigmoid,"{'C': 100, 'gamma': 0.1, 'kernel': 'sigmoid'}",-3202.0706414996207,-2974.0519919106505,-3062.73028879112,-3014.628318862678,-3189.7892619357995,-3088.654100599974,92.0620837311679,21,rbf_sigmoid,0.1,
514.9388403892517,24.051812871468645,2.783655214309692,0.2557162145335453,100,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",-0.2307852328907765,-0.22824064827857274,-0.23093079313098108,-0.23324020409193016,-0.2273736826607032,-0.2301141122105927,0.0020933056330191247,12,rbf_sigmoid,1,
18.140970993041993,1.6448367900833625,3.0999815464019775,0.08901664335524163,100,sigmoid,"{'C': 100, 'gamma': 1, 'kernel': 'sigmoid'}",-56049.99337692888,-55367.34443751947,-55225.34012691124,-52767.79112837378,-54259.5156588198,-54733.996945710634,1137.144808879757,22,rbf_sigmoid,1,
43.02189116477966,3.9414006308211627,4.836889791488647,0.7990667066198843,100,rbf,"{'C': 100, 'gamma': 10, 'kernel': 'rbf'}",-0.16520753559097331,-0.16493152336034364,-0.16688840171214986,-0.16460676449952208,-0.16378669594612172,-0.1650841842218221,0.0010203065292474019,9,rbf_sigmoid,10,
17.510288429260253,3.167612922815929,3.2369006156921385,0.2580417295551676,100,sigmoid,"{'C': 100, 'gamma': 10, 'kernel': 'sigmoid'}",-69700.9798277037,-69391.16080306577,-70035.16844983684,-68817.18002892759,-70769.44508340233,-69742.78683858724,651.4062970754279,23,rbf_sigmoid,10,
28.61235957145691,1.667069538752888,4.053931760787964,0.09946270805508951,100,rbf,"{'C': 100, 'gamma': 100, 'kernel': 'rbf'}",-0.16278037531429593,-0.16146065308544838,-0.16448300676192207,-0.16105129460826778,-0.16096515656429108,-0.16214809726684506,0.0013361498538447163,7,rbf_sigmoid,100,
10.695870351791381,1.0399676923414034,1.7701627254486083,0.198382178075663,100,sigmoid,"{'C': 100, 'gamma': 100, 'kernel': 'sigmoid'}",-69826.14540845828,-70412.89765254362,-69481.66705681437,-70859.28734252254,-70319.37117660085,-70179.87372738794,479.16152326921235,24,rbf_sigmoid,100,
284.2995879650116,2.041002351220636,1.7504607836405437,0.030345512543526573,1,,"{'degree': 6, 'C': 1}",-0.16856198866785008,-0.17072771116874888,-0.16589944257866202,,,-0.168396380805087,0.0019746077868210633,9,poly,,6
767.890122016271,23.169259231873276,1.632951259613037,0.12367463449139436,100,,"{'degree': 3, 'C': 100}",-0.1604609240811183,-0.16217914157926927,-0.15939349716666346,,,-0.16067785427568368,0.0011475329277355905,4,poly,,3
5.0075916449228925,0.18992905252569825,1.5967309474945068,0.052918255156246,0.01,,"{'degree': 2, 'C': 0.01}",-0.16010919788870445,-0.1615742702602525,-0.15910146672231715,,,-0.1602616449570914,0.0010152567543241565,1,poly,,2
9564.98418299357,260.53772804393657,0.951710065205892,0.1349279523017775,100,,"{'degree': 5, 'C': 100}",-0.1629773844391578,-0.16531607925261788,-0.162229878892067,,,-0.1635077808612809,0.0013145717781383732,7,poly,,5
7.807810703913371,0.2148108452013538,1.711603005727132,0.03611092375728721,1,,"{'degree': 2, 'C': 1}",-0.16011619053045767,-0.16156663247610023,-0.15914839764646813,,,-0.1602770735510087,0.0009937730903104138,2,poly,,2
99.81438485781352,9.137956540728808,1.7239095369974773,0.008068572521524769,1,,"{'degree': 5, 'C': 1}",-0.16295480426150838,-0.16528924475885554,-0.16216843201737616,,,-0.16347082701258,0.0013252867995425669,6,poly,,5
5.23487663269043,0.10309215986099537,1.730846643447876,0.005747197923170712,0.01,,"{'degree': 4, 'C': 0.01}",-0.16078650816261997,-0.1622433753001949,-0.15959929807165768,,,-0.1608763938448242,0.001081309599364352,5,poly,,4
4.922433614730835,0.06029720456994222,1.6068390210469563,0.016910616025507287,0.01,,"{'degree': 3, 'C': 0.01}",-0.16037852807233702,-0.16205410022530278,-0.15934520053260348,,,-0.1605926096100811,0.0011162160976199138,3,poly,,3
20897.495324055355,576.8259710766049,0.7908579508463541,0.02542652290537112,100,,"{'degree': 6, 'C': 100}",-0.16875928418345115,-0.17100911987199155,-0.16603815414618162,,,-0.16860218606720812,0.002032426288190153,10,poly,,6
7.466261227925618,0.1873769572426733,1.75825834274292,0.028269628597591488,0.01,,"{'degree': 6, 'C': 0.01}",-0.1640198386111209,-0.16512851874360432,-0.16207309917363183,,,-0.16374048550945236,0.0012629135108157905,8,poly,,6
