PC0,PC1,PC2,PC3,PC4,PC5,track_id,track_popularity
-1.8571317768644209,-0.6536426720872115,0.6216188292771866,-1.2635165149333238,-0.596871360568935,-0.8120576903567019,6f807x0ima9a1j3VPbc7VN,0.6179775280898877
-1.010258396179649,-0.6981290799178189,-0.014749034984700746,-0.41027022996776547,1.321000782884208,-0.3977328381256105,0r7CVbZTWZgbTCYdfa2P31,0.6292134831460674
-1.8779325211740003,-0.5501195565303301,0.2527588067860371,-0.883555002775627,-0.45904240807611696,-0.5528480605491315,1z1Hg7Vb0AhHDiEmnDE79l,0.6629213483146067
-1.826772877153937,0.10204530678462485,0.812299552589365,-0.14390350784845468,0.1397182343507137,-0.6765330259878096,75FpbthrwQmzHlBJLuGdC7,0.550561797752809
-1.030454618072314,-0.47347878109426345,-0.048592250914775606,-1.0585300338315295,-0.6629070428533942,-0.5260604368267456,1e8PAfcKUYoKkxPhrHqw4x,0.651685393258427
-1.312653356678961,-0.512632087114804,0.3772067819331963,-0.22417283866600718,-0.3258341029145543,-0.21817874760920755,7fvUMiyapMsRRxr07cU8Ef,0.6292134831460674
-1.30753634094045,1.6074596781077877,0.3021827148708517,0.03074603454643268,0.12028203204912695,-1.376592328969913,2OAylPUDDfwRGfe0lYqlCQ,0.5730337078651685
-2.2321141347229667,0.6892738496936056,0.22030993169073795,-0.701134133228205,-0.588509889277214,-1.141823415730537,6b1RNvAcJjQH73eZO4BLAB,0.651685393258427
-2.757591461074984,0.7432080771152278,-0.16595624558317826,0.998485377253259,1.7415820463819083,-0.16046699345023197,7bF6tCO3gFb8INrEDcjNT5,0.6404494382022472
-1.0198836309980917,-0.0604983907300675,0.10278281209668845,-0.9067069776517214,-0.6302441123925343,-0.696001177938944,1IXGILkPm0tOCNeq00kCPa,0.6292134831460674
-0.9926412506354728,-1.1236686525566084,0.3373520648712288,-0.07265235879268299,-0.38436227394112155,0.1045117967993636,3eFJI470ALf1EYjywPRsJy,0.5280898876404495
-0.9585694238854163,1.2879677731601789,0.10342069783453618,-0.06622730168824563,-0.4407628234118299,-1.1363959686552623,3iJeF2izF1QcpCgUc97BLl,0.6292134831460674
-0.931671833997903,-0.6522408263304753,0.09291299334024862,0.029608298472300038,0.7806874304134049,-0.0740703764641207,6e0CvGZf7CouOpYF8toXHC,0.6292134831460674
-1.9985654434695852,-0.08425068266190876,-0.3805980733546911,0.024664189977993217,0.5771987512396298,-0.1691860072848966,3eLdNmnRWr9gIyBcqTSSti,0.6404494382022472
-0.7678668451078717,0.5685768107935337,0.8600580779234694,-0.5260264471990236,-0.704822539496677,-1.0411665034593474,55nMnifaQWKe3f9cbwOXwx,0.5842696629213483
-1.3430421905054035,-1.2465383455118542,0.31188054513827423,0.03808636075499699,0.729222892725196,0.2606578404569294,1EJgymgJHcjSOGSHcYaxvW,0.6179775280898877
-1.8747877042119825,0.12449044659540828,0.40445969474384064,0.5373335349271027,1.1940775734957652,-0.3216626124296364,5WaXMQMlQpq8pwIdaFP43L,0.550561797752809
-0.5343326144971101,-0.4286992848530109,0.6254433027507894,0.3685006524760488,-0.12496710457516895,-0.380371361846153,3TjLsDgL0bTbSQIF6M5Ki8,0.6067415730337079
0.7143172088501692,0.2861972567673058,0.8986234809724888,-0.2222913714173407,-0.051903973396055264,-0.9160895937271957,0GfS3y8Jd7SHWd9R51s7Fo,0.651685393258427
-0.9673677415725113,1.3239671518121114,0.3743635459808166,0.1931578062167608,-0.40136914263867934,-1.0690828054319945,2v3DuCVBbopteJqdM7aKQK,0.2696629213483146
-1.492028584341884,1.200533061484785,0.4000046470072327,-0.5377832119473467,-0.4708807562578122,-0.93863763610961,4QAUGy6k7c3IOAhgWz52r7,0.6629213483146067
-1.5707528998229103,-0.4954339143979159,0.13620848387934137,-1.2332554550155959,-0.6145475997733186,0.13197382112595035,3Ciaf6WgvG95TGRGxQ1yO8,0.5955056179775281
-1.00531143802424,0.07494552848239652,0.8909137747055612,-0.04098639454008745,-0.43415817193407336,-0.7344615072766574,1mC2UjWt25Oixtqu7C6suL,0.5730337078651685
-0.5247784046713045,0.11422984481555201,0.6552550518425858,-0.9521044201823116,-0.7928138401221021,-0.7482908276327981,2wenGTypSYHXl1sN1pNC7X,0.6629213483146067
-1.95060941168911,0.4254896731481834,-0.0044569648009147875,-0.0029566909233319214,1.2370668552226305,-0.7211087331062858,4sqABRRGU7CzcHXCyxUzFw,0.5280898876404495
-0.48086793159686525,0.36722447637491606,0.10534189496857796,0.29856974617379983,0.5389915112759415,-0.20257128852812586,5dy3WUywjZcalTno1io8TQ,0.5842696629213483
-0.31577945079198677,0.5011565919369136,0.4884668480805067,-0.864580748460622,-0.9146058735010837,-0.7451916813139774,2M9GeaCQXrV12J0wzBxIwi,0.6179775280898877
-1.7821857513434802,0.4272088472872188,0.3454609042288902,-0.7594087588219783,-0.6256286711751534,-0.841239072639698,4OFFY6L5ywYM1TwhXX69wQ,0.5730337078651685
-2.183564295059362,-1.1953630328572455,-0.004762879971566941,-0.33811539389777134,0.3700294909882105,-0.13600389443813385,1hr5Y2i4NlE3LPvQZ9Q5Ao,0.21348314606741572
-1.7194420490461397,0.6697049188644617,0.09254545822608115,0.3891722195507464,0.8151358999530368,-0.34357068661725637,1aT7vltGhkjyMI3F3aO3A4,0.5056179775280899
-0.5804694549245847,-0.008674841603719239,0.08040994268251639,0.5645236230723994,0.8297068074512391,0.0779660702843544,4YaU1EjXIkdRdkOI4cCZys,0.5056179775280899
-0.43806659782871143,-0.4904751884310025,0.07457912145389145,-0.9658181329055561,-0.5940407782983456,-0.3071768929607458,0Fc9QSMX6fgEBgDjUax7t7,0.5280898876404495
-1.236152862677275,-1.0129984449036125,0.22905000136009387,-0.2317711385433359,0.15337368580336594,0.0899501717663635,7AasLZ4TYgh7dbJXZxcZVE,0.550561797752809
-1.1497797470085684,0.1783770144338869,0.6425104850071532,-0.43720582167934235,-0.19447947349097167,-0.760905913968835,7p4jpmyBnOpqQ3rSGJzZ7w,0.550561797752809
